TrustName,Sex_Desc,Age,Catchment,Patients,TrustCode
West Hertfordshire Teaching Hospitals NHS Trust,Female,20-24,"9,127",3301,RWG
West Hertfordshire Teaching Hospitals NHS Trust,Female,25-29,"11,524",5568,RWG
West Hertfordshire Teaching Hospitals NHS Trust,Female,30-34,"13,154",7873,RWG
West Hertfordshire Teaching Hospitals NHS Trust,Female,35-39,"14,932",6762,RWG
West Hertfordshire Teaching Hospitals NHS Trust,Female,40-44,"14,638",4341,RWG
West Hertfordshire Teaching Hospitals NHS Trust,Female,45-49,"14,374",4105,RWG
West Hertfordshire Teaching Hospitals NHS Trust,Female,50-54,"13,962",4641,RWG
West Hertfordshire Teaching Hospitals NHS Trust,Female,55-59,"14,601",7809,RWG
West Hertfordshire Teaching Hospitals NHS Trust,Female,60-64,"10,551",4306,RWG
West Hertfordshire Teaching Hospitals NHS Trust,Female,65-69,"8,918",4281,RWG
West Hertfordshire Teaching Hospitals NHS Trust,Female,70-74,"8,833",4933,RWG
West Hertfordshire Teaching Hospitals NHS Trust,Female,75-79,"6,586",4568,RWG
West Hertfordshire Teaching Hospitals NHS Trust,Female,80-84,"5,470",4568,RWG
West Hertfordshire Teaching Hospitals NHS Trust,Female,85-89,"3,997",3987,RWG
West Hertfordshire Teaching Hospitals NHS Trust,Female,90+,"2,825",3599,RWG
East And North Hertfordshire NHS Trust,Male,00-04,"12,413",5867,RWH
East And North Hertfordshire NHS Trust,Male,05-Sep,"14,683",2325,RWH
East And North Hertfordshire NHS Trust,Male,Oct-14,"14,001",2045,RWH
East And North Hertfordshire NHS Trust,Male,15-19,"12,216",1835,RWH
East And North Hertfordshire NHS Trust,Male,20-24,"14,022",2101,RWH
East And North Hertfordshire NHS Trust,Male,25-29,"14,315",2253,RWH
East And North Hertfordshire NHS Trust,Male,30-34,"14,542",2444,RWH
East And North Hertfordshire NHS Trust,Male,35-39,"14,406",2588,RWH
East And North Hertfordshire NHS Trust,Male,40-44,"14,460",2762,RWH
East And North Hertfordshire NHS Trust,Male,45-49,"14,439",3244,RWH
East And North Hertfordshire NHS Trust,Male,50-54,"15,330",4094,RWH
East And North Hertfordshire NHS Trust,Male,55-59,"17,357",8414,RWH
East And North Hertfordshire NHS Trust,Male,60-64,"12,599",5150,RWH
East And North Hertfordshire NHS Trust,Male,65-69,"9,986",5014,RWH
East And North Hertfordshire NHS Trust,Male,70-74,"9,724",5685,RWH
East And North Hertfordshire NHS Trust,Male,75-79,"6,591",4760,RWH
East And North Hertfordshire NHS Trust,Male,80-84,"4,567",3941,RWH
East And North Hertfordshire NHS Trust,Male,85-89,"2,904",2989,RWH
East And North Hertfordshire NHS Trust,Male,90+,"1,350",1801,RWH
East And North Hertfordshire NHS Trust,Female,00-04,"11,409",4701,RWH
East And North Hertfordshire NHS Trust,Female,05-Sep,"13,815",1732,RWH
East And North Hertfordshire NHS Trust,Female,Oct-14,"13,163",1654,RWH
East And North Hertfordshire NHS Trust,Female,15-19,"11,303",2303,RWH
East And North Hertfordshire NHS Trust,Female,20-24,"12,376",3659,RWH
East And North Hertfordshire NHS Trust,Female,25-29,"13,523",5783,RWH
East And North Hertfordshire NHS Trust,Female,30-34,"16,003",8259,RWH
East And North Hertfordshire NHS Trust,Female,35-39,"16,286",6386,RWH
East And North Hertfordshire NHS Trust,Female,40-44,"14,975",3831,RWH
East And North Hertfordshire NHS Trust,Female,45-49,"14,678",3849,RWH
East And North Hertfordshire NHS Trust,Female,50-54,"15,261",4452,RWH
East And North Hertfordshire NHS Trust,Female,55-59,"16,773",7955,RWH
East And North Hertfordshire NHS Trust,Female,60-64,"12,147",4495,RWH
East And North Hertfordshire NHS Trust,Female,65-69,"9,912",4338,RWH
East And North Hertfordshire NHS Trust,Female,70-74,"10,148",5177,RWH
East And North Hertfordshire NHS Trust,Female,75-79,"7,438",4664,RWH
East And North Hertfordshire NHS Trust,Female,80-84,"5,941",4555,RWH
East And North Hertfordshire NHS Trust,Female,85-89,"4,317",3902,RWH
East And North Hertfordshire NHS Trust,Female,90+,"2,850",3196,RWH
Stockport NHS Foundation Trust,Male,00-04,"8,347",6620,RWJ
Stockport NHS Foundation Trust,Male,05-Sep,"8,538",1651,RWJ
Stockport NHS Foundation Trust,Male,Oct-14,"8,753",1432,RWJ
Stockport NHS Foundation Trust,Male,15-19,"7,802",1242,RWJ
Stockport NHS Foundation Trust,Male,20-24,"7,310",1311,RWJ
Stockport NHS Foundation Trust,Male,25-29,"8,532",1616,RWJ
Stockport NHS Foundation Trust,Male,30-34,"8,988",1855,RWJ
Stockport NHS Foundation Trust,Male,35-39,"8,923",1926,RWJ
Stockport NHS Foundation Trust,Male,40-44,"9,154",2066,RWJ
Stockport NHS Foundation Trust,Male,45-49,"9,547",2548,RWJ
Stockport NHS Foundation Trust,Male,50-54,"10,048",3148,RWJ
Stockport NHS Foundation Trust,Male,55-59,"9,758",3803,RWJ
Stockport NHS Foundation Trust,Male,60-64,"8,367",3746,RWJ
Stockport NHS Foundation Trust,Male,65-69,"7,427",4140,RWJ
Stockport NHS Foundation Trust,Male,70-74,"7,453",4739,RWJ
Stockport NHS Foundation Trust,Male,75-79,"5,292",4177,RWJ
Stockport NHS Foundation Trust,Male,80-84,"3,716",3562,RWJ
Stockport NHS Foundation Trust,Male,85-89,"2,280",2638,RWJ
Stockport NHS Foundation Trust,Male,90+,"1,110",1519,RWJ
Stockport NHS Foundation Trust,Female,00-04,"8,113",5845,RWJ
Stockport NHS Foundation Trust,Female,05-Sep,"8,230",1365,RWJ
Stockport NHS Foundation Trust,Female,Oct-14,"7,984",1123,RWJ
Stockport NHS Foundation Trust,Female,15-19,"7,422",1702,RWJ
Stockport NHS Foundation Trust,Female,20-24,"7,247",2960,RWJ
Stockport NHS Foundation Trust,Female,25-29,"9,209",4748,RWJ
Stockport NHS Foundation Trust,Female,30-34,"10,197",6005,RWJ
Stockport NHS Foundation Trust,Female,35-39,"10,078",4686,RWJ
Stockport NHS Foundation Trust,Female,40-44,"8,887",2883,RWJ
Stockport NHS Foundation Trust,Female,45-49,"9,302",2919,RWJ
Stockport NHS Foundation Trust,Female,50-54,"9,970",3510,RWJ
Stockport NHS Foundation Trust,Female,55-59,"9,314",3590,RWJ
Stockport NHS Foundation Trust,Female,60-64,"8,215",3425,RWJ
Stockport NHS Foundation Trust,Female,65-69,"7,125",3505,RWJ
Stockport NHS Foundation Trust,Female,70-74,"7,746",4422,RWJ
Stockport NHS Foundation Trust,Female,75-79,"6,016",4112,RWJ
Stockport NHS Foundation Trust,Female,80-84,"4,793",4089,RWJ
Stockport NHS Foundation Trust,Female,85-89,"3,213",3370,RWJ
Stockport NHS Foundation Trust,Female,90+,"2,275",2835,RWJ
Worcestershire Acute Hospitals NHS Trust,Male,00-04,"13,382",10407,RWP
Worcestershire Acute Hospitals NHS Trust,Male,05-Sep,"13,189",1603,RWP
Worcestershire Acute Hospitals NHS Trust,Male,Oct-14,"12,284",1332,RWP
Worcestershire Acute Hospitals NHS Trust,Male,15-19,"11,721",1420,RWP
Worcestershire Acute Hospitals NHS Trust,Male,20-24,"12,288",1747,RWP
Worcestershire Acute Hospitals NHS Trust,Male,25-29,"14,008",2168,RWP
Worcestershire Acute Hospitals NHS Trust,Male,30-34,"14,197",2428,RWP
Worcestershire Acute Hospitals NHS Trust,Male,35-39,"13,846",2553,RWP
Worcestershire Acute Hospitals NHS Trust,Male,40-44,"14,106",2812,RWP
Worcestershire Acute Hospitals NHS Trust,Male,45-49,"15,868",3553,RWP
Worcestershire Acute Hospitals NHS Trust,Male,50-54,"17,982",4710,RWP
Worcestershire Acute Hospitals NHS Trust,Male,55-59,"19,818",7910,RWP
Worcestershire Acute Hospitals NHS Trust,Male,60-64,"15,568",5925,RWP
Worcestershire Acute Hospitals NHS Trust,Male,65-69,"14,845",6965,RWP
Worcestershire Acute Hospitals NHS Trust,Male,70-74,"15,760",8529,RWP
Worcestershire Acute Hospitals NHS Trust,Male,75-79,"11,377",7471,RWP
Worcestershire Acute Hospitals NHS Trust,Male,80-84,"7,472",6138,RWP
Worcestershire Acute Hospitals NHS Trust,Male,85-89,"4,258",4189,RWP
Worcestershire Acute Hospitals NHS Trust,Male,90+,"1,970",2319,RWP
Worcestershire Acute Hospitals NHS Trust,Female,00-04,"13,099",9436,RWP
Worcestershire Acute Hospitals NHS Trust,Female,05-Sep,"12,641",1221,RWP
Worcestershire Acute Hospitals NHS Trust,Female,Oct-14,"12,183",1218,RWP
Worcestershire Acute Hospitals NHS Trust,Female,15-19,"12,308",2399,RWP
Worcestershire Acute Hospitals NHS Trust,Female,20-24,"12,748",4659,RWP
Worcestershire Acute Hospitals NHS Trust,Female,25-29,"14,846",7213,RWP
Worcestershire Acute Hospitals NHS Trust,Female,30-34,"15,240",7810,RWP
Worcestershire Acute Hospitals NHS Trust,Female,35-39,"15,455",5727,RWP
Worcestershire Acute Hospitals NHS Trust,Female,40-44,"14,366",3891,RWP
Worcestershire Acute Hospitals NHS Trust,Female,45-49,"16,467",4326,RWP
Worcestershire Acute Hospitals NHS Trust,Female,50-54,"18,698",5338,RWP
Worcestershire Acute Hospitals NHS Trust,Female,55-59,"19,876",7615,RWP
Worcestershire Acute Hospitals NHS Trust,Female,60-64,"16,342",5733,RWP
Worcestershire Acute Hospitals NHS Trust,Female,65-69,"15,586",6425,RWP
Worcestershire Acute Hospitals NHS Trust,Female,70-74,"16,118",7752,RWP
Worcestershire Acute Hospitals NHS Trust,Female,75-79,"12,651",7330,RWP
Worcestershire Acute Hospitals NHS Trust,Female,80-84,"8,972",6419,RWP
Worcestershire Acute Hospitals NHS Trust,Female,85-89,"5,952",5248,RWP
Worcestershire Acute Hospitals NHS Trust,Female,90+,"4,473",4217,RWP
Warrington And Halton Teaching Hospitals NHS Foundation Trust,Male,00-04,"7,029",5994,RWW
Warrington And Halton Teaching Hospitals NHS Foundation Trust,Male,05-Sep,"6,546",1059,RWW
Warrington And Halton Teaching Hospitals NHS Foundation Trust,Male,Oct-14,"7,057",994,RWW
Warrington And Halton Teaching Hospitals NHS Foundation Trust,Male,15-19,"6,594",1194,RWW
Warrington And Halton Teaching Hospitals NHS Foundation Trust,Male,20-24,"6,443",1414,RWW
Warrington And Halton Teaching Hospitals NHS Foundation Trust,Male,25-29,"7,830",1877,RWW
Warrington And Halton Teaching Hospitals NHS Foundation Trust,Male,30-34,"8,017",1965,RWW
Warrington And Halton Teaching Hospitals NHS Foundation Trust,Male,35-39,"7,813",1978,RWW
Warrington And Halton Teaching Hospitals NHS Foundation Trust,Male,40-44,"7,154",1966,RWW
Warrington And Halton Teaching Hospitals NHS Foundation Trust,Male,45-49,"7,975",2435,RWW
Warrington And Halton Teaching Hospitals NHS Foundation Trust,Male,50-54,"8,327",2831,RWW
Warrington And Halton Teaching Hospitals NHS Foundation Trust,Male,55-59,"8,217",3849,RWW
Warrington And Halton Teaching Hospitals NHS Foundation Trust,Male,60-64,"6,230",3094,RWW
Warrington And Halton Teaching Hospitals NHS Foundation Trust,Male,65-69,"5,312",3177,RWW
Warrington And Halton Teaching Hospitals NHS Foundation Trust,Male,70-74,"5,261",3593,RWW
Warrington And Halton Teaching Hospitals NHS Foundation Trust,Male,75-79,"3,645",2977,RWW
Warrington And Halton Teaching Hospitals NHS Foundation Trust,Male,80-84,"2,576",2538,RWW
Warrington And Halton Teaching Hospitals NHS Foundation Trust,Male,85-89,"1,338",1561,RWW
Warrington And Halton Teaching Hospitals NHS Foundation Trust,Male,90+,577,847,RWW
Warrington And Halton Teaching Hospitals NHS Foundation Trust,Female,00-04,"6,840",5334,RWW
Warrington And Halton Teaching Hospitals NHS Foundation Trust,Female,05-Sep,"6,391",844,RWW
Warrington And Halton Teaching Hospitals NHS Foundation Trust,Female,Oct-14,"6,928",953,RWW
Warrington And Halton Teaching Hospitals NHS Foundation Trust,Female,15-19,"6,980",1961,RWW
Warrington And Halton Teaching Hospitals NHS Foundation Trust,Female,20-24,"6,525",3129,RWW
Warrington And Halton Teaching Hospitals NHS Foundation Trust,Female,25-29,"7,930",4519,RWW
Warrington And Halton Teaching Hospitals NHS Foundation Trust,Female,30-34,"8,582",4999,RWW
Warrington And Halton Teaching Hospitals NHS Foundation Trust,Female,35-39,"8,106",3638,RWW
Warrington And Halton Teaching Hospitals NHS Foundation Trust,Female,40-44,"7,392",2524,RWW
Warrington And Halton Teaching Hospitals NHS Foundation Trust,Female,45-49,"7,936",2694,RWW
Warrington And Halton Teaching Hospitals NHS Foundation Trust,Female,50-54,"8,491",3222,RWW
Warrington And Halton Teaching Hospitals NHS Foundation Trust,Female,55-59,"8,761",4017,RWW
Warrington And Halton Teaching Hospitals NHS Foundation Trust,Female,60-64,"6,853",3139,RWW
Warrington And Halton Teaching Hospitals NHS Foundation Trust,Female,65-69,"6,168",3240,RWW
Warrington And Halton Teaching Hospitals NHS Foundation Trust,Female,70-74,"6,300",3683,RWW
Warrington And Halton Teaching Hospitals NHS Foundation Trust,Female,75-79,"4,661",3286,RWW
Warrington And Halton Teaching Hospitals NHS Foundation Trust,Female,80-84,"3,598",2940,RWW
Warrington And Halton Teaching Hospitals NHS Foundation Trust,Female,85-89,"2,074",2177,RWW
Warrington And Halton Teaching Hospitals NHS Foundation Trust,Female,90+,"1,326",1635,RWW
Calderdale And Huddersfield NHS Foundation Trust,Male,00-04,"13,035",10283,RWY
Calderdale And Huddersfield NHS Foundation Trust,Male,05-Sep,"13,263",2384,RWY
Calderdale And Huddersfield NHS Foundation Trust,Male,Oct-14,"11,719",1684,RWY
Calderdale And Huddersfield NHS Foundation Trust,Male,15-19,"10,274",1404,RWY
Calderdale And Huddersfield NHS Foundation Trust,Male,20-24,"11,253",1644,RWY
Calderdale And Huddersfield NHS Foundation Trust,Male,25-29,"11,538",1891,RWY
Calderdale And Huddersfield NHS Foundation Trust,Male,30-34,"11,809",2211,RWY
Calderdale And Huddersfield NHS Foundation Trust,Male,35-39,"11,926",2368,RWY
Calderdale And Huddersfield NHS Foundation Trust,Male,40-44,"11,758",2361,RWY
Calderdale And Huddersfield NHS Foundation Trust,Male,45-49,"12,880",3099,RWY
Calderdale And Huddersfield NHS Foundation Trust,Male,50-54,"14,222",3742,RWY
Calderdale And Huddersfield NHS Foundation Trust,Male,55-59,"14,328",6469,RWY
Calderdale And Huddersfield NHS Foundation Trust,Male,60-64,"11,595",4443,RWY
Calderdale And Huddersfield NHS Foundation Trust,Male,65-69,"9,756",4499,RWY
Calderdale And Huddersfield NHS Foundation Trust,Male,70-74,"9,891",5290,RWY
Calderdale And Huddersfield NHS Foundation Trust,Male,75-79,"6,644",4293,RWY
Calderdale And Huddersfield NHS Foundation Trust,Male,80-84,"4,467",3577,RWY
Calderdale And Huddersfield NHS Foundation Trust,Male,85-89,"2,369",2399,RWY
Calderdale And Huddersfield NHS Foundation Trust,Male,90+,"1,081",1458,RWY
Calderdale And Huddersfield NHS Foundation Trust,Female,00-04,"12,839",9219,RWY
Calderdale And Huddersfield NHS Foundation Trust,Female,05-Sep,"12,793",1866,RWY
Calderdale And Huddersfield NHS Foundation Trust,Female,Oct-14,"11,675",1375,RWY
Calderdale And Huddersfield NHS Foundation Trust,Female,15-19,"10,709",2186,RWY
Calderdale And Huddersfield NHS Foundation Trust,Female,20-24,"12,409",4451,RWY
Calderdale And Huddersfield NHS Foundation Trust,Female,25-29,"13,425",6614,RWY
Calderdale And Huddersfield NHS Foundation Trust,Female,30-34,"14,185",7040,RWY
Calderdale And Huddersfield NHS Foundation Trust,Female,35-39,"13,945",5144,RWY
Calderdale And Huddersfield NHS Foundation Trust,Female,40-44,"12,614",3365,RWY
Calderdale And Huddersfield NHS Foundation Trust,Female,45-49,"13,900",3793,RWY
Calderdale And Huddersfield NHS Foundation Trust,Female,50-54,"14,634",4208,RWY
Calderdale And Huddersfield NHS Foundation Trust,Female,55-59,"15,045",6646,RWY
Calderdale And Huddersfield NHS Foundation Trust,Female,60-64,"12,357",4285,RWY
Calderdale And Huddersfield NHS Foundation Trust,Female,65-69,"10,488",4196,RWY
Calderdale And Huddersfield NHS Foundation Trust,Female,70-74,"11,218",5082,RWY
Calderdale And Huddersfield NHS Foundation Trust,Female,75-79,"7,947",4440,RWY
Calderdale And Huddersfield NHS Foundation Trust,Female,80-84,"6,139",4215,RWY
Calderdale And Huddersfield NHS Foundation Trust,Female,85-89,"4,050",3553,RWY
Calderdale And Huddersfield NHS Foundation Trust,Female,90+,"2,791",2993,RWY
Nottingham University Hospitals NHS Trust,Male,00-04,"25,600",18683,RX1
Nottingham University Hospitals NHS Trust,Male,05-Sep,"29,475",3428,RX1
Nottingham University Hospitals NHS Trust,Male,Oct-14,"30,086",3021,RX1
Nottingham University Hospitals NHS Trust,Male,15-19,"31,939",3456,RX1
Nottingham University Hospitals NHS Trust,Male,20-24,"39,255",4116,RX1
Nottingham University Hospitals NHS Trust,Male,25-29,"35,209",4434,RX1
Nottingham University Hospitals NHS Trust,Male,30-34,"30,325",4789,RX1
Nottingham University Hospitals NHS Trust,Male,35-39,"27,331",4880,RX1
Nottingham University Hospitals NHS Trust,Male,40-44,"25,865",5014,RX1
Nottingham University Hospitals NHS Trust,Male,45-49,"27,592",6010,RX1
Nottingham University Hospitals NHS Trust,Male,50-54,"29,624",7719,RX1
Nottingham University Hospitals NHS Trust,Male,55-59,"27,222",8896,RX1
Nottingham University Hospitals NHS Trust,Male,60-64,"24,123",8850,RX1
Nottingham University Hospitals NHS Trust,Male,65-69,"21,169",9339,RX1
Nottingham University Hospitals NHS Trust,Male,70-74,"21,019",10880,RX1
Nottingham University Hospitals NHS Trust,Male,75-79,"13,909",9086,RX1
Nottingham University Hospitals NHS Trust,Male,80-84,"9,261",7354,RX1
Nottingham University Hospitals NHS Trust,Male,85-89,"5,071",5050,RX1
Nottingham University Hospitals NHS Trust,Male,90+,"2,094",2835,RX1
Nottingham University Hospitals NHS Trust,Female,00-04,"23,548",16040,RX1
Nottingham University Hospitals NHS Trust,Female,05-Sep,"27,184",2575,RX1
Nottingham University Hospitals NHS Trust,Female,Oct-14,"27,769",2458,RX1
Nottingham University Hospitals NHS Trust,Female,15-19,"27,844",4711,RX1
Nottingham University Hospitals NHS Trust,Female,20-24,"36,450",8904,RX1
Nottingham University Hospitals NHS Trust,Female,25-29,"31,514",12587,RX1
Nottingham University Hospitals NHS Trust,Female,30-34,"28,562",13843,RX1
Nottingham University Hospitals NHS Trust,Female,35-39,"27,369",10344,RX1
Nottingham University Hospitals NHS Trust,Female,40-44,"25,296",6730,RX1
Nottingham University Hospitals NHS Trust,Female,45-49,"27,328",6862,RX1
Nottingham University Hospitals NHS Trust,Female,50-54,"29,815",8202,RX1
Nottingham University Hospitals NHS Trust,Female,55-59,"27,955",8630,RX1
Nottingham University Hospitals NHS Trust,Female,60-64,"24,319",8160,RX1
Nottingham University Hospitals NHS Trust,Female,65-69,"21,794",8389,RX1
Nottingham University Hospitals NHS Trust,Female,70-74,"21,207",9770,RX1
Nottingham University Hospitals NHS Trust,Female,75-79,"15,563",8751,RX1
Nottingham University Hospitals NHS Trust,Female,80-84,"11,362",8055,RX1
Nottingham University Hospitals NHS Trust,Female,85-89,"7,081",6454,RX1
Nottingham University Hospitals NHS Trust,Female,90+,"4,560",5155,RX1
East Sussex Healthcare NHS Trust,Male,00-04,"8,130",6774,RXC
East Sussex Healthcare NHS Trust,Male,05-Sep,"8,295",1372,RXC
East Sussex Healthcare NHS Trust,Male,Oct-14,"8,213",1075,RXC
East Sussex Healthcare NHS Trust,Male,15-19,"7,785",1190,RXC
East Sussex Healthcare NHS Trust,Male,20-24,"8,216",1469,RXC
East Sussex Healthcare NHS Trust,Male,25-29,"8,606",1635,RXC
East Sussex Healthcare NHS Trust,Male,30-34,"8,521",1763,RXC
East Sussex Healthcare NHS Trust,Male,35-39,"8,931",1918,RXC
East Sussex Healthcare NHS Trust,Male,40-44,"8,501",1914,RXC
East Sussex Healthcare NHS Trust,Male,45-49,"10,325",2506,RXC
East Sussex Healthcare NHS Trust,Male,50-54,"11,830",3388,RXC
